date,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,dust,us_aqi,european_aqi,Condition,Rain,MaxTemp,MinTemp,SunRise,SunSet,MoonRise,MoonSet,AvgWind,AvgHumidity,AvgPressure,unhealthy_air
2014-11-25,16.758333333333333,12.1375,243.16666666666663,15.329166666666666,6.316666666666666,52.5,0.5,59.29166666666666,32.875,Cloudy,2.19,10,9,08:03:00,17:39:00,10:31:00,20:43:00,39,80,1022,0
2014-11-26,16.099999999999998,9.591666666666669,243.16666666666663,14.6125,6.316666666666666,38.083333333333336,0.5,44.958333333333336,21.625,Cloudy,1.3,9,8,08:04:00,17:39:00,11:21:00,21:49:00,36,81,1022,0
2014-11-27,17.045833333333334,13.583333333333334,243.16666666666663,22.133333333333336,6.316666666666666,32.791666666666664,0.5,46.458333333333336,22.625,Light rain shower,0.71,9,8,08:05:00,17:38:00,0:6:00,22:57:00,22,78,1023,0
2014-11-28,42.00416666666667,29.070833333333336,243.16666666666663,35.63333333333333,6.316666666666666,24.25,0.5,62.04166666666666,36.79166666666666,Sunny,0.08,11,8,08:06:00,17:38:00,0:46:00,,8,73,1024,0
2014-11-29,43.35416666666666,32.87083333333333,243.16666666666663,39.59583333333333,6.316666666666666,22.791666666666668,0.5,98.875,67.83333333333333,Cloudy,0.04,14,12,08:07:00,17:38:00,13:23:00,12:5:00,12,73,1023,1
2014-11-30,31.929166666666664,15.733333333333334,243.16666666666663,29.566666666666663,6.316666666666666,27.0,0.5,82.125,57.833333333333336,Overcast,5.7,13,9,08:08:00,17:37:00,13:58:00,1:14:00,18,86,1020,1
2014-12-01,20.98333333333333,10.491666666666664,243.16666666666663,20.525,6.316666666666666,38.0,0.5,42.25,22.416666666666668,Overcast,1.21,10,9,08:09:00,17:37:00,14:32:00,2:21:00,24,85,1021,0
2014-12-02,25.9,18.433333333333334,243.16666666666663,28.2125,6.316666666666666,29.58333333333333,0.5,50.583333333333336,25.541666666666668,Partly cloudy,1.2,12,10,08:10:00,17:37:00,15:8:00,3:29:00,19,87,1017,0
2014-12-03,41.8625,33.075,243.16666666666663,34.583333333333336,6.316666666666666,17.75,0.5,77.08333333333333,54.083333333333336,Partly cloudy,0.72,16,13,08:11:00,17:36:00,15:45:00,4:36:00,16,82,1019,1
2014-12-04,59.81666666666666,41.62916666666667,243.16666666666663,41.00416666666667,6.316666666666666,19.0,0.5,103.33333333333331,69.41666666666667,Overcast,1.87,14,13,08:12:00,17:36:00,16:24:00,5:42:00,8,87,1019,1
2014-12-05,48.03333333333333,33.079166666666666,243.16666666666663,37.625,6.316666666666666,10.375,0.5,116.66666666666669,73.75,Cloudy,0.07,13,11,08:13:00,17:36:00,17:8:00,6:45:00,9,89,1021,1
2014-12-06,47.2125,33.145833333333336,243.16666666666663,31.64583333333333,6.316666666666666,21.83333333333333,0.5,87.25,63.583333333333336,Cloudy,2.59,13,12,08:14:00,17:36:00,17:56:00,7:46:00,12,89,1018,1
2014-12-07,58.0,46.775,243.16666666666663,42.84166666666667,6.316666666666666,13.458333333333334,0.5,108.54166666666669,71.08333333333333,Sunny,1.6,14,13,08:15:00,17:36:00,18:47:00,8:41:00,8,83,1015,1
2014-12-08,55.90833333333333,46.8625,243.16666666666663,44.74166666666667,6.316666666666666,13.708333333333334,0.5,141.33333333333334,81.66666666666667,Partly cloudy,0.06,14,12,08:16:00,17:36:00,19:42:00,9:31:00,16,82,1011,1
2014-12-09,42.69166666666666,30.85,243.16666666666663,40.25416666666667,6.316666666666666,12.125,0.5,101.875,68.75,Partly cloudy,0.0,14,12,08:17:00,17:36:00,20:37:00,10:15:00,13,83,1006,1
2014-12-10,30.23333333333333,20.1875,243.16666666666663,23.22083333333333,6.316666666666666,20.08333333333333,0.5,79.33333333333333,56.708333333333336,Overcast,0.1,11,8,08:18:00,17:36:00,21:34:00,10:55:00,18,88,1017,1
2014-12-11,47.79166666666666,41.025,243.16666666666663,48.87083333333334,6.316666666666666,10.041666666666666,0.5,81.5,55.208333333333336,Partly cloudy,0.03,13,9,08:19:00,17:36:00,22:30:00,11:30:00,9,83,1019,1
2014-12-12,29.825,23.741666666666664,243.16666666666663,30.3125,6.316666666666666,27.0,0.5,112.91666666666669,72.45833333333333,Overcast,0.0,12,10,08:19:00,17:36:00,23:27:00,0:2:00,29,89,1016,1
2014-12-13,25.266666666666666,14.208333333333334,243.16666666666663,18.475,6.316666666666666,46.333333333333336,0.5,56.583333333333336,30.70833333333333,Sunny,0.0,11,9,08:20:00,17:36:00,,0:31:00,21,78,1025,0
2014-12-14,36.333333333333336,30.241666666666664,243.16666666666663,41.4125,6.316666666666666,23.875,0.5,67.375,42.875,Sunny,0.0,11,9,08:21:00,17:37:00,12:22:00,13:0:00,9,82,1025,0
2014-12-15,90.89583333333331,75.24583333333334,243.16666666666663,59.10416666666666,6.316666666666666,7.208333333333333,0.5,119.75,75.875,Sunny,0.0,11,9,08:22:00,17:37:00,1:19:00,13:29:00,2,80,1025,1
2014-12-16,71.02083333333333,59.72083333333333,243.16666666666663,50.15833333333333,6.316666666666666,10.166666666666666,0.5,163.29166666666666,104.66666666666669,Partly cloudy,0.0,12,10,08:22:00,17:37:00,2:16:00,13:59:00,8,72,1023,1
2014-12-17,33.11666666666667,24.83333333333333,243.16666666666663,31.9625,6.316666666666666,30.5,0.5,110.125,71.54166666666667,Partly cloudy,1.05,14,12,08:23:00,17:37:00,3:15:00,14:31:00,21,68,1017,1
2014-12-18,29.05,22.479166666666668,243.16666666666663,32.016666666666666,6.316666666666666,37.0,0.5,67.58333333333333,42.708333333333336,Cloudy,0.6,13,11,08:24:00,17:38:00,4:15:00,15:6:00,15,85,1016,0
2014-12-19,63.07916666666667,54.42916666666667,243.16666666666663,49.61666666666667,6.316666666666666,9.5,0.5,105.79166666666669,69.33333333333333,Sunny,0.0,11,10,08:24:00,17:38:00,5:17:00,15:47:00,5,82,1022,1
2014-12-20,37.96666666666667,29.425,243.16666666666663,28.441666666666663,6.316666666666666,40.458333333333336,0.5,130.25,78.08333333333333,Partly cloudy,0.04,12,10,08:25:00,17:39:00,6:20:00,16:33:00,16,78,1020,1
2014-12-21,23.6875,18.40833333333333,243.16666666666663,21.5875,6.316666666666666,51.75,0.5,74.41666666666667,52.458333333333336,Sunny,6.34,12,8,08:25:00,17:39:00,7:21:00,17:27:00,21,76,1019,1
2014-12-22,16.354166666666668,13.454166666666666,243.16666666666663,24.275,6.316666666666666,39.0,0.5,55.54166666666666,29.33333333333333,Sunny,0.13,8,7,08:26:00,17:40:00,8:20:00,18:28:00,20,64,1027,0
2014-12-23,16.145833333333332,11.679166666666667,243.16666666666663,17.925,6.316666666666666,59.333333333333336,0.5,49.583333333333336,25.125,Sunny,0.0,11,8,08:26:00,17:40:00,9:14:00,19:34:00,28,69,1022,0
2014-12-24,22.77083333333333,16.708333333333332,243.16666666666663,22.40833333333333,6.316666666666666,51.79166666666666,0.5,54.79166666666666,28.45833333333333,Sunny,0.0,13,11,08:27:00,17:41:00,10:2:00,20:43:00,22,70,1023,0
2014-12-25,23.479166666666668,18.254166666666663,243.16666666666663,24.066666666666663,6.316666666666666,53.75,0.5,61.958333333333336,35.041666666666664,Sunny,0.0,14,11,08:27:00,17:41:00,10:45:00,21:54:00,19,64,1021,0
2014-12-26,26.25,19.370833333333334,243.16666666666663,29.691666666666663,6.316666666666666,40.0,0.5,66.33333333333333,40.125,Partly cloudy,0.57,13,11,08:27:00,17:42:00,11:25:00,23:4:00,19,75,1014,0
2014-12-27,18.35833333333333,13.283333333333331,243.16666666666663,26.95833333333333,6.316666666666666,34.083333333333336,0.5,58.91666666666666,32.25,Partly cloudy,0.59,10,6,08:28:00,17:43:00,0:1:00,,18,83,1009,0
2014-12-28,25.508333333333336,20.066666666666663,243.16666666666663,30.3625,6.316666666666666,25.041666666666668,0.5,56.54166666666666,30.20833333333333,Partly cloudy,0.0,11,4,08:28:00,17:43:00,0:36:00,12:13:00,14,67,1014,0
2014-12-29,13.275,8.795833333333333,243.16666666666663,15.295833333333334,6.316666666666666,51.5,0.5,58.29166666666666,32.875,Thundery outbreaks possible,1.41,12,3,08:28:00,17:44:00,13:11:00,1:22:00,35,79,1007,0
2014-12-30,12.991666666666667,6.7875000000000005,243.16666666666663,13.291666666666666,6.316666666666666,52.333333333333336,0.5,32.916666666666664,20.875,Overcast,3.3,4,3,08:29:00,17:45:00,13:47:00,2:28:00,44,84,1019,0
2014-12-31,12.0125,4.354166666666667,243.16666666666663,9.4625,6.316666666666666,55.708333333333336,0.5,26.45833333333333,22.20833333333333,Overcast,4.29,6,5,08:29:00,17:46:00,14:24:00,3:33:00,56,85,1018,0
2015-01-01,11.9375,7.133333333333333,243.16666666666663,11.458333333333334,6.316666666666666,50.25,0.5,24.5,20.08333333333333,Overcast,0.24,5,4,08:29:00,17:46:00,15:6:00,4:36:00,49,83,1025,0
2015-01-02,17.7,14.758333333333333,243.16666666666663,24.679166666666664,6.316666666666666,42.833333333333336,0.5,39.04166666666666,21.375,Sunny,0.53,4,3,08:29:00,17:47:00,15:51:00,5:37:00,21,76,1028,0
2015-01-03,27.525,23.88333333333333,243.16666666666663,39.41666666666666,6.316666666666666,25.875,0.5,69.91666666666667,46.708333333333336,Sunny,0.04,6,4,08:29:00,17:48:00,16:39:00,6:33:00,15,77,1024,0
2015-01-04,17.479166666666668,14.933333333333332,243.16666666666663,19.808333333333334,6.316666666666666,44.208333333333336,0.5,66.95833333333333,41.333333333333336,Partly cloudy,6.35,9,6,08:29:00,17:49:00,17:32:00,7:25:00,25,75,1014,0
2015-01-05,14.658333333333331,11.758333333333333,243.16666666666663,20.979166666666668,6.316666666666666,35.291666666666664,0.5,50.833333333333336,25.0,Cloudy,0.0,5,4,08:29:00,17:50:00,18:26:00,8:11:00,24,73,1015,0
2015-01-06,11.645833333333334,7.229166666666667,243.16666666666663,13.6625,6.316666666666666,48.54166666666666,0.5,40.833333333333336,20.916666666666668,Overcast,2.1,4,3,08:29:00,17:51:00,19:23:00,8:52:00,48,76,1012,0
2015-01-07,12.054166666666667,7.45,243.16666666666663,10.079166666666667,6.316666666666666,43.54166666666666,0.5,30.125,17.333333333333332,Blizzard,1.29,3,-2,08:29:00,17:52:00,20:19:00,9:30:00,41,78,1028,0
2015-01-08,11.645833333333334,8.458333333333334,243.16666666666663,18.804166666666667,6.316666666666666,49.833333333333336,0.5,32.125,20.625,Cloudy,0.7,-1,-2,08:29:00,17:53:00,21:16:00,10:3:00,23,76,1038,0
2015-01-09,15.6375,12.208333333333334,243.16666666666663,23.758333333333336,6.316666666666666,44.41666666666666,0.5,44.41666666666666,21.791666666666668,Partly cloudy,0.12,4,-1,08:29:00,17:54:00,22:12:00,10:33:00,21,74,1032,0
2015-01-10,15.895833333333334,11.45,243.16666666666663,16.375,6.316666666666666,53.41666666666666,0.5,47.25,22.916666666666668,Partly cloudy,2.26,8,4,08:28:00,17:55:00,23:9:00,11:3:00,31,81,1016,0
2015-01-11,16.8625,12.879166666666668,243.16666666666663,17.604166666666668,6.316666666666666,46.125,0.5,50.958333333333336,25.041666666666668,Sunny,0.0,11,7,08:28:00,17:56:00,,11:31:00,30,78,1015,0
2015-01-12,10.85,7.991666666666667,243.16666666666663,15.520833333333334,6.316666666666666,51.75,0.5,44.625,22.33333333333333,Overcast,14.07,10,5,08:28:00,17:57:00,12:5:00,0:0:00,34,82,1018,0
2015-01-13,15.891666666666666,9.8625,243.16666666666663,18.33333333333333,6.316666666666666,48.125,0.5,34.5,19.541666666666668,Sunny,0.0,8,6,08:28:00,17:58:00,1:2:00,0:30:00,33,73,1026,0
2015-01-14,31.5125,27.71666666666667,243.16666666666663,40.34583333333333,6.316666666666666,32.75,0.5,54.583333333333336,31.0,Sunny,0.0,10,6,08:27:00,17:59:00,2:0:00,13:3:00,10,82,1021,0
2015-01-15,40.73333333333333,35.74583333333333,243.16666666666663,40.5875,6.316666666666666,26.041666666666668,0.5,102.375,68.95833333333333,Sunny,0.0,10,6,08:27:00,18:0:00,3:0:00,13:40:00,12,79,1018,1
2015-01-16,35.85,31.204166666666666,243.16666666666663,37.37083333333333,6.316666666666666,20.125,0.5,90.91666666666669,64.91666666666667,Overcast,0.0,7,5,08:27:00,18:1:00,4:0:00,14:22:00,13,79,1025,1
2015-01-17,61.27916666666667,55.17083333333333,243.16666666666663,46.23333333333333,6.316666666666666,17.791666666666668,0.5,114.125,72.79166666666667,Sunny,0.0,9,4,08:26:00,18:2:00,5:2:00,15:11:00,6,72,1027,1
2015-01-18,42.47083333333333,37.37083333333333,243.16666666666663,40.25,6.316666666666666,25.916666666666668,0.5,136.70833333333334,80.58333333333333,Sunny,0.0,11,6,08:26:00,18:3:00,6:1:00,16:8:00,14,63,1026,1
2015-01-19,30.316666666666663,26.725,243.16666666666663,40.0,6.316666666666666,28.041666666666668,0.5,92.66666666666669,65.625,Sunny,0.0,12,8,08:25:00,18:5:00,6:58:00,17:11:00,17,67,1020,1
2015-01-20,32.141666666666666,27.65416666666667,243.16666666666663,40.92083333333333,6.316666666666666,30.58333333333333,0.5,77.08333333333333,57.958333333333336,Sunny,0.0,14,10,08:24:00,18:6:00,7:51:00,18:20:00,15,74,1018,1
2015-01-21,52.59166666666667,45.97916666666666,243.16666666666663,52.5125,6.316666666666666,15.958333333333334,0.5,104.04166666666669,69.54166666666667,Sunny,0.0,14,10,08:24:00,18:7:00,8:38:00,19:33:00,8,66,1019,1
2015-01-22,47.03333333333333,40.46666666666667,243.16666666666663,49.49166666666667,6.316666666666666,23.45833333333333,0.5,121.625,75.375,Sunny,0.02,14,10,08:23:00,18:8:00,9:21:00,20:46:00,11,70,1020,1
2015-01-23,50.95416666666667,40.05833333333333,243.16666666666663,37.09166666666667,6.316666666666666,36.583333333333336,0.5,109.16666666666669,71.41666666666667,Sunny,0.0,15,9,08:23:00,18:9:00,10:0:00,21:58:00,17,66,1015,1
2015-01-24,44.88333333333333,33.916666666666664,243.16666666666663,34.49166666666667,6.316666666666666,36.708333333333336,0.5,106.625,70.5,Partly cloudy,0.15,13,9,08:22:00,18:10:00,10:36:00,23:10:00,15,73,1009,1
2015-01-25,48.2125,35.125,243.16666666666663,41.7875,6.316666666666666,32.125,0.5,98.25,67.70833333333333,Partly cloudy,0.0,13,9,08:21:00,18:12:00,11:13:00,,16,69,1013,1
2015-01-26,54.083333333333336,41.47083333333333,243.16666666666663,43.1875,6.316666666666666,26.666666666666668,0.5,113.25,72.625,Partly cloudy,0.6,10,7,08:20:00,18:13:00,11:49:00,12:18:00,16,82,1018,1
2015-01-27,35.06666666666667,30.254166666666663,243.16666666666663,34.6375,6.316666666666666,33.458333333333336,0.5,93.83333333333331,65.875,Cloudy,3.11,12,7,08:20:00,18:14:00,0:26:00,1:26:00,15,86,1014,1
2015-01-28,25.1,23.33333333333333,243.16666666666663,32.94583333333333,6.316666666666666,30.625,0.5,85.125,61.875,Overcast,1.42,8,6,08:19:00,18:15:00,13:7:00,2:29:00,14,89,1009,1
2015-01-29,34.295833333333334,30.558333333333334,243.16666666666663,42.325,6.316666666666666,20.666666666666668,0.5,76.16666666666667,54.91666666666666,Cloudy,0.0,10,5,08:18:00,18:17:00,13:50:00,3:31:00,12,84,1010,1
2015-01-30,27.370833333333334,23.229166666666668,243.16666666666663,34.229166666666664,6.316666666666666,37.375,0.5,95.91666666666669,66.58333333333333,Sunny,0.0,13,8,08:17:00,18:18:00,14:37:00,4:28:00,23,72,1004,1
2015-01-31,32.275,14.808333333333332,243.16666666666663,11.2,6.316666666666666,69.54166666666667,0.5,49.0,30.416666666666668,Overcast,1.09,14,11,08:16:00,18:19:00,15:28:00,5:21:00,42,70,997,0
2015-02-01,262.4833333333333,96.15833333333336,243.16666666666663,9.691666666666666,6.316666666666666,60.625,0.5,122.125,86.20833333333333,Sunny,2.25,18,12,08:15:00,18:20:00,16:20:00,6:8:00,42,65,995,1
2015-02-02,144.0375,69.625,243.16666666666663,22.17083333333333,6.316666666666666,48.25,0.5,174.75,148.58333333333334,Overcast,16.56,13,9,08:14:00,18:22:00,17:16:00,6:51:00,19,86,1000,1
2015-02-03,22.1125,15.725,243.16666666666663,28.637500000000003,6.316666666666666,47.91666666666666,0.5,84.33333333333333,50.41666666666666,Sunny,0.2,11,7,08:13:00,18:23:00,18:12:00,7:30:00,22,78,1007,1
2015-02-04,30.67916666666667,26.40833333333333,243.16666666666663,45.10833333333333,6.316666666666666,29.291666666666668,0.5,77.875,55.29166666666666,Sunny,0.19,12,6,08:12:00,18:24:00,19:8:00,8:4:00,16,71,1016,1
2015-02-05,39.15,29.320833333333336,243.16666666666663,38.15,6.316666666666666,43.54166666666666,0.5,69.08333333333333,45.0,Sunny,0.33,14,10,08:11:00,18:25:00,20:4:00,8:36:00,15,68,1016,0
2015-02-06,58.3125,47.5125,243.16666666666663,46.66666666666666,6.316666666666666,18.5,0.5,121.25,75.16666666666667,Sunny,1.41,15,7,08:10:00,18:27:00,21:1:00,9:6:00,14,69,1010,1
2015-02-07,24.5375,17.483333333333334,243.16666666666663,20.1875,6.316666666666666,47.083333333333336,0.5,97.70833333333331,64.20833333333333,Overcast,0.04,10,5,08:09:00,18:28:00,21:57:00,9:35:00,27,82,1015,1
2015-02-08,33.645833333333336,28.8875,243.16666666666663,35.24583333333333,6.316666666666666,31.5,0.5,59.5,34.0,Partly cloudy,8.4,7,4,08:08:00,18:29:00,22:53:00,10:3:00,13,83,1007,0
2015-02-09,19.216666666666665,15.65,243.16666666666663,21.258333333333333,6.316666666666666,48.208333333333336,0.5,84.58333333333333,60.54166666666666,Overcast,0.73,5,3,08:07:00,18:30:00,23:50:00,10:32:00,27,79,1008,1
2015-02-10,14.7125,7.254166666666666,243.16666666666663,9.883333333333333,6.316666666666666,62.0,0.5,42.0,25.291666666666668,Overcast,0.0,3,2,08:05:00,18:32:00,,11:4:00,51,76,1009,0
2015-02-11,17.779166666666665,9.325,243.16666666666663,11.0625,6.316666666666666,58.375,0.5,34.0,23.416666666666668,Overcast,0.65,3,2,08:04:00,18:33:00,12:48:00,11:38:00,47,79,1015,0
2015-02-12,16.491666666666667,10.383333333333333,243.16666666666663,14.920833333333334,6.316666666666666,51.41666666666666,0.5,40.125,21.166666666666668,Overcast,3.31,4,2,08:03:00,18:34:00,1:47:00,0:16:00,38,89,1022,0
2015-02-13,23.47083333333333,17.908333333333335,243.16666666666663,25.633333333333336,6.316666666666666,52.458333333333336,0.5,51.875,26.625,Overcast,1.08,6,4,08:02:00,18:35:00,2:45:00,13:1:00,23,87,1023,0
2015-02-14,20.98333333333333,17.266666666666666,243.16666666666663,26.9,6.316666666666666,48.875,0.5,65.04166666666667,38.04166666666666,Overcast,0.29,8,5,08:01:00,18:36:00,3:44:00,13:52:00,18,88,1020,0
2015-02-15,20.591666666666665,16.9375,243.16666666666663,24.4625,6.316666666666666,47.583333333333336,0.5,60.5,34.041666666666664,Overcast,0.0,9,6,07:59:00,18:38:00,4:41:00,14:50:00,23,87,1019,0
2015-02-16,18.58333333333333,13.829166666666666,243.16666666666663,17.041666666666668,6.316666666666666,58.66666666666666,0.5,56.91666666666666,30.58333333333333,Overcast,1.14,7,4,07:58:00,18:39:00,5:35:00,15:55:00,28,83,1023,0
2015-02-17,14.1625,8.020833333333334,243.16666666666663,13.025,6.316666666666666,48.083333333333336,0.5,47.125,23.541666666666668,Overcast,1.8,3,0,07:57:00,18:40:00,6:24:00,17:5:00,31,73,1028,0
2015-02-18,8.879166666666666,6.204166666666667,243.16666666666663,12.791666666666666,6.316666666666666,51.708333333333336,0.5,27.08333333333333,20.70833333333333,Overcast,3.79,1,0,07:55:00,18:41:00,7:10:00,18:18:00,36,77,1029,0
2015-02-19,18.2375,12.333333333333334,243.16666666666663,16.3,6.316666666666666,55.16666666666666,0.5,33.541666666666664,22.5,Cloudy,1.62,4,1,07:54:00,18:43:00,7:52:00,19:33:00,33,75,1025,0
2015-02-20,22.575,19.2,243.16666666666663,25.933333333333334,6.316666666666666,38.875,0.5,62.04166666666666,35.416666666666664,Overcast,1.28,5,3,07:53:00,18:44:00,8:30:00,20:47:00,19,87,1022,0
2015-02-21,23.52916666666667,19.5125,243.16666666666663,28.79583333333333,6.316666666666666,53.833333333333336,0.5,62.79166666666666,35.958333333333336,Sunny,0.02,7,3,07:51:00,18:45:00,9:9:00,21:59:00,15,74,1020,0
2015-02-22,35.325,31.120833333333334,243.16666666666663,50.40833333333333,6.316666666666666,41.375,0.5,79.70833333333333,57.79166666666666,Sunny,0.0,10,4,07:50:00,18:46:00,9:46:00,23:10:00,13,61,1017,1
2015-02-23,25.245833333333334,22.85833333333333,243.16666666666663,38.59166666666667,6.316666666666666,46.958333333333336,0.5,82.95833333333333,61.833333333333336,Overcast,0.0,9,8,07:48:00,18:47:00,10:25:00,,16,79,1014,1
2015-02-24,34.25833333333333,30.129166666666663,243.16666666666663,47.80833333333334,6.316666666666666,36.91666666666666,0.5,67.54166666666667,42.833333333333336,Cloudy,0.0,12,8,07:47:00,18:49:00,11:6:00,12:18:00,12,83,1008,0
2015-02-25,52.17083333333333,46.71666666666667,243.16666666666663,55.69166666666666,6.316666666666666,21.70833333333333,0.5,130.29166666666666,78.04166666666667,Partly cloudy,0.0,13,9,07:45:00,18:50:00,11:49:00,1:22:00,9,78,1010,1
2015-02-26,32.083333333333336,26.79583333333333,243.16666666666663,44.708333333333336,6.316666666666666,32.416666666666664,0.5,90.5,64.58333333333333,Sunny,0.0,14,10,07:44:00,18:51:00,0:35:00,2:22:00,13,70,1019,1
2015-02-27,38.3,34.5875,243.16666666666663,48.17916666666667,6.316666666666666,28.70833333333333,0.5,95.79166666666669,66.83333333333333,Partly cloudy,0.0,15,10,07:43:00,18:52:00,13:25:00,3:17:00,16,68,1013,1
2015-02-28,34.75416666666667,27.48333333333333,243.16666666666663,37.5625,6.316666666666666,32.166666666666664,0.5,90.29166666666669,64.66666666666667,Partly cloudy,0.8,11,8,07:41:00,18:53:00,14:17:00,4:6:00,11,87,1012,1
2015-03-01,31.308333333333334,23.954166666666666,243.16666666666663,27.3125,6.316666666666666,38.5,0.5,78.41666666666667,58.29166666666666,Overcast,0.18,9,7,07:39:00,18:55:00,15:11:00,4:50:00,13,81,1018,1
2015-03-02,52.73333333333333,46.65416666666667,243.16666666666663,38.69583333333333,6.316666666666666,31.5,0.5,94.75,65.54166666666667,Sunny,0.0,11,6,07:38:00,18:56:00,16:6:00,5:30:00,10,80,1017,1
2015-03-03,29.1875,25.425,243.16666666666663,32.5125,6.316666666666666,43.0,0.5,111.95833333333331,72.0,Overcast,5.15,10,7,07:36:00,18:57:00,17:2:00,6:5:00,16,88,1016,1
2015-03-04,29.0375,26.008333333333336,243.16666666666663,35.05833333333333,6.316666666666666,26.70833333333333,0.5,76.79166666666667,57.625,Sunny,0.0,9,6,07:35:00,18:58:00,17:58:00,6:38:00,14,63,1027,1
2015-03-05,29.75,26.5,243.16666666666663,41.19583333333333,6.316666666666666,44.16666666666666,0.5,79.95833333333333,60.04166666666666,Overcast,0.0,13,5,07:33:00,18:59:00,18:54:00,7:9:00,17,59,1022,1
2015-03-06,42.40833333333333,36.81666666666667,243.16666666666663,50.9,6.316666666666666,30.75,0.5,90.375,64.75,Partly cloudy,0.0,15,9,07:32:00,19:0:00,19:51:00,7:38:00,13,62,1019,1
2015-03-07,24.84166666666667,16.079166666666666,243.16666666666663,16.533333333333335,6.316666666666666,67.5,0.5,83.875,58.54166666666666,Overcast,0.14,9,7,07:30:00,19:1:00,20:47:00,8:6:00,43,83,1021,1
2015-03-08,26.4,14.333333333333334,243.16666666666663,11.870833333333332,6.316666666666666,80.29166666666667,0.5,55.583333333333336,32.166666666666664,Overcast,0.07,8,7,07:28:00,19:3:00,21:44:00,8:35:00,42,79,1024,0
2015-03-09,29.566666666666663,18.104166666666668,243.16666666666663,16.783333333333335,6.316666666666666,74.33333333333333,0.5,57.833333333333336,32.958333333333336,Cloudy,0.12,9,7,07:27:00,19:4:00,22:41:00,9:6:00,28,82,1023,0
2015-03-10,38.25416666666667,27.4375,243.16666666666663,38.30833333333333,6.316666666666666,45.91666666666666,0.5,71.54166666666667,48.16666666666666,Overcast,1.88,10,7,07:25:00,19:5:00,23:39:00,9:40:00,19,77,1017,0
2015-03-11,37.7375,33.45,243.16666666666663,43.92083333333333,6.316666666666666,37.458333333333336,0.5,85.04166666666667,62.66666666666666,Patchy rain possible,0.78,10,7,07:24:00,19:6:00,,10:16:00,17,78,1014,1
2015-03-12,35.145833333333336,31.8,243.16666666666663,33.454166666666666,6.316666666666666,48.5,0.5,104.875,69.91666666666667,Partly cloudy,1.5,11,7,07:22:00,19:7:00,12:36:00,10:57:00,16,77,1013,1
2015-03-13,43.79583333333333,40.1875,243.16666666666663,41.1375,6.316666666666666,41.083333333333336,0.5,95.29166666666669,66.58333333333333,Cloudy,1.75,11,8,07:20:00,19:8:00,1:34:00,11:44:00,19,78,1014,1
2015-03-14,26.4625,22.45833333333333,243.16666666666663,23.5875,6.316666666666666,63.41666666666666,0.5,97.125,66.58333333333333,Patchy rain possible,1.81,10,7,07:19:00,19:9:00,2:29:00,0:37:00,16,77,1015,1
2015-03-15,30.566666666666663,24.09166666666667,243.16666666666663,30.70833333333333,6.316666666666666,50.125,0.5,68.0,42.333333333333336,Cloudy,0.76,10,7,07:17:00,19:10:00,3:23:00,13:37:00,16,73,1016,0
2015-03-16,49.73333333333333,37.09166666666667,243.16666666666663,19.7875,6.316666666666666,46.25,0.5,97.0,66.91666666666667,Cloudy,0.76,10,7,07:15:00,19:12:00,4:12:00,14:42:00,15,74,1019,1
2015-03-17,32.083333333333336,24.42083333333333,243.16666666666663,20.04583333333333,6.316666666666666,59.54166666666666,0.5,93.25,65.875,Patchy rain possible,0.83,10,7,07:14:00,19:13:00,4:58:00,15:52:00,15,72,1019,1
2015-03-18,18.625,14.108333333333334,243.16666666666663,19.883333333333333,6.316666666666666,56.25,0.5,56.875,31.875,Partly cloudy,0.69,11,7,07:12:00,19:14:00,5:41:00,17:4:00,13,69,1017,0
2015-03-19,22.241666666666664,19.266666666666666,243.16666666666663,27.691666666666663,6.316666666666666,51.333333333333336,0.5,63.333333333333336,36.583333333333336,Patchy rain possible,0.98,9,4,07:10:00,19:15:00,6:21:00,18:18:00,15,66,1019,0
2015-03-20,17.070833333333333,14.704166666666666,243.16666666666663,22.35,6.316666666666666,56.958333333333336,0.5,59.375,32.833333333333336,Overcast,0.14,7,4,07:09:00,19:16:00,7:0:00,19:32:00,18,68,1019,0
2015-03-21,23.4875,19.47083333333333,243.16666666666663,26.879166666666663,6.316666666666666,47.04166666666666,0.5,54.083333333333336,27.916666666666668,Overcast,2.84,9,6,07:07:00,19:17:00,7:38:00,20:45:00,25,77,1019,0
2015-03-22,34.025,29.97083333333333,243.16666666666663,30.633333333333336,6.316666666666666,51.375,0.5,80.41666666666667,57.54166666666666,Sunny,0.0,11,6,07:05:00,19:18:00,8:17:00,21:57:00,14,65,1020,1
2015-03-23,46.41666666666666,40.3875,243.16666666666663,45.92916666666667,6.316666666666666,35.083333333333336,0.5,106.20833333333331,70.41666666666667,Partly cloudy,0.63,12,7,07:04:00,19:19:00,8:58:00,23:5:00,12,74,1019,1
2015-03-24,24.79583333333333,20.2375,243.16666666666663,22.7,6.316666666666666,60.833333333333336,0.5,85.54166666666667,60.29166666666666,Sunny,0.0,11,5,07:02:00,19:20:00,9:42:00,,17,77,1022,1
2015-03-25,37.92083333333333,34.075,243.16666666666663,39.1875,6.316666666666666,45.54166666666666,0.5,79.16666666666667,55.66666666666666,Sunny,0.0,14,6,07:00:00,19:21:00,10:29:00,12:9:00,12,66,1020,1
